SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
animacija	0	0	0	0	0	0	0	0	0	0
sovražnost	0	1	1	0	1	1	0	1	0	0
zlonamernost	0	1	1	0	0	0	0	0	0	0
gleženj	0	0	0	0	0	0	0	0	0	0
anali	0	0	0	0	0	0	0	0	0	0
priloga	0	0	0	0	0	0	0	0	0	0
aneksija	0	0	0	0	0	0	0	0	0	0
priloga, aneks	0	0	0	0	0	0	0	0	0	0
uničiti	0	1	1	0	0	1	0	0	0	0
uničenn	0	1	1	0	0	1	0	1	0	0
uničenje	0	1	1	0	0	1	0	1	0	0
zabeležiti	0	0	0	0	0	0	0	0	0	0
opomba	0	0	0	0	0	0	0	0	0	0
napovedati	0	0	0	0	0	0	0	0	0	0
obvestilo	0	0	0	1	0	0	0	0	0	0
motiti	0	1	1	0	1	0	0	0	0	0
nejevolja	0	1	1	0	1	0	0	0	0	0
nadležen, moteč	0	1	1	0	0	0	0	0	0	0
renta	0	0	0	0	0	0	0	0	0	0
razveljaviti	0	1	0	0	0	0	0	0	0	0
obročast	0	0	0	0	0	0	0	0	0	0
razveljavitev	0	1	0	0	0	0	0	1	0	0
razveljavitev	0	0	0	0	0	0	0	0	0	0
maziljenje	0	0	0	0	0	0	0	0	0	0
anomalen, nepravilen	0	0	0	0	0	0	0	0	0	0
anomalija	0	1	0	0	0	1	0	0	1	0
takoj	0	0	0	0	0	0	0	0	0	0
anonimen	0	1	0	0	0	0	0	0	0	0
odgovor	0	0	0	0	0	0	0	0	0	0
odgovoren	0	0	0	0	0	0	0	0	0	1
odgovoriti	0	0	0	0	0	0	0	0	0	0
mravlja	0	0	0	0	0	0	0	0	0	0
antagonizem	0	1	1	0	0	0	0	0	0	0
antagonist	0	1	1	0	0	0	0	0	0	0
antagonističen	0	1	1	0	1	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
predhodnik	0	0	0	0	0	0	0	0	0	0
antilopa	0	0	0	0	0	0	0	0	0	0
antena	0	0	0	0	0	0	0	0	0	0
prednji	0	0	0	0	0	0	0	0	0	0
himna	0	0	0	0	0	0	0	0	0	0
antologija	0	0	0	0	0	0	0	0	0	0
antraks	0	1	0	0	1	1	0	1	0	0
antropologija	0	0	0	0	0	0	0	0	0	0
antibiotik	0	0	0	0	0	0	0	0	0	0
antibiotiki	1	0	0	0	0	0	0	0	0	0
antikrist	0	1	1	0	1	1	0	0	0	0
pričakovanje	0	0	0	1	0	0	0	0	0	0
vnaprejšnji, naznanjajoč	0	0	0	1	0	0	0	0	0	0
protistrup	1	0	0	1	0	0	0	0	0	1
protiglivičen	1	0	0	0	0	0	0	0	0	1
antimon	0	0	0	0	0	0	0	0	0	0
antipatija	0	1	1	0	1	0	0	0	0	0
antikvar	0	0	0	0	0	0	0	0	0	0
zastarel	0	1	0	0	0	0	0	0	0	0
starinski	1	0	0	0	0	0	0	0	0	0
antika	0	0	0	0	0	0	0	0	0	0
antiseptik	1	0	0	0	0	0	0	0	0	1
škodljiv, asocialen	0	1	1	0	1	1	0	1	0	0
nasprotje	0	1	1	0	0	0	0	0	0	0
kontrasten	0	0	0	0	0	0	0	0	0	0
protivirusen	0	0	0	0	0	0	0	0	0	0
rog	0	0	0	0	0	0	0	0	0	0
nakovalo	0	0	0	0	0	0	0	0	0	0
skrb, tesnoba	0	1	1	1	0	1	0	1	0	0
zaskrbljen, tesnoben, anksiozen	0	1	0	1	0	1	0	0	0	0
aorta	0	0	0	0	0	0	0	0	0	0
nagel	0	0	0	0	0	0	0	0	0	0
Apaš	0	1	0	0	0	1	0	0	0	0
stanovanje	0	0	0	0	0	0	0	0	0	0
apatičen	0	1	0	0	0	0	0	1	0	0
apatija	0	1	0	0	0	0	0	1	0	0
opica	0	0	0	0	0	0	0	0	0	0
odprtina	0	0	0	0	0	0	0	0	0	0
vrh	0	0	0	0	0	0	0	0	0	0
listna uš	0	1	0	0	1	0	0	0	0	0
po	0	0	0	0	0	0	0	0	0	0
samozavest	1	0	0	0	0	0	0	0	0	0
apokaliptičen	0	0	0	0	0	0	0	0	0	0
opravičujoč	1	0	0	0	0	0	0	0	0	1
apologet	0	0	0	0	0	0	0	0	0	0
opravičiti se	1	0	0	0	0	0	0	1	0	1
opravičilo	1	0	0	0	0	0	0	0	0	0
apostazija	0	0	0	0	0	0	0	0	0	0
odpadnik	0	0	0	0	0	0	0	0	0	0
apostol	1	0	0	0	0	0	0	0	0	1
apostolski	0	0	0	0	0	0	0	0	0	1
apostrof	0	0	0	0	0	0	0	0	0	0
strašen	0	1	0	0	1	1	0	0	0	0
naprava	0	0	0	0	0	0	0	0	0	0
obleka	0	0	0	0	0	0	0	0	0	0
očitno	0	0	0	0	0	0	0	0	0	0
prikazen	0	0	0	0	0	1	0	0	1	0
privlačiti, privlačnost	0	0	0	1	0	0	0	0	0	0
videz	0	0	0	0	0	0	0	0	0	0
pomiriti	0	0	0	0	0	0	0	0	0	0
pritožnik	0	0	0	0	0	0	0	0	0	0
priložiti	0	0	0	0	0	0	0	0	0	0
dodatek	0	0	0	0	0	0	0	0	0	0
vnetje slepiča	0	1	0	0	0	1	0	1	0	0
slepič	0	0	0	0	0	0	0	0	0	0
apetit	0	0	0	0	0	0	0	0	0	0
predjed	0	0	0	0	0	0	0	0	0	0
aplavz	1	0	0	0	0	0	1	0	1	1
jabolko	0	0	0	0	0	0	0	0	0	0
aparat	0	0	0	0	0	0	0	0	0	0
naprava	0	0	0	0	0	0	0	0	0	0
uporabnost	0	0	0	0	0	0	0	0	0	0
uporaben	0	0	0	0	0	0	0	0	0	0
kandidat	0	0	0	1	0	0	0	0	0	0
uporaba, vloga	0	0	0	0	0	0	0	0	0	0
prijaviti se	0	0	0	0	0	0	0	0	0	0
zadolžiti	0	0	0	0	0	0	0	0	0	0
imenovanje	0	0	0	0	0	0	0	0	0	0
določitev	0	0	0	0	0	0	0	0	0	0
porazdeliti	0	0	0	0	0	0	0	0	0	0
porazdelitev	0	0	0	0	0	0	0	0	0	0
vrednotiti	0	0	0	0	0	0	0	0	0	0
opazen	0	0	0	0	0	0	0	0	0	0
hvaležnost	1	0	0	0	0	0	1	0	0	1
aretirati	0	0	0	0	0	1	0	0	0	0
aretacija	0	1	0	0	0	1	0	0	0	0
zaskrbljen	0	1	0	1	0	1	0	0	0	0
vajenec	0	0	0	0	0	0	0	0	0	1
pripravništvo	0	0	0	0	0	0	0	0	0	0
pristop	0	0	0	0	0	0	0	0	0	0
približujoč	0	0	0	1	0	0	0	0	0	0
odobravanje, potrditev	1	0	0	0	0	0	0	0	0	1
prilastitev	0	1	0	0	0	0	0	0	0	0
odobritev	1	0	0	0	0	0	0	0	0	0
odobriti	1	0	0	0	0	0	1	0	0	1
odobravajoč, pritrdilen	1	0	0	0	0	0	0	0	0	0
približen	0	0	0	0	0	0	0	0	0	0
približno	0	0	0	0	0	0	0	0	0	0
približevanje	0	0	0	0	0	0	0	0	0	0
približek	0	0	0	0	0	0	0	0	0	0
dodatek	0	0	0	0	0	0	0	0	0	0
predpasnik	0	0	0	0	0	0	0	0	0	0
primeren	1	0	0	0	0	0	0	0	0	0
nadarjenost	1	0	0	0	0	0	0	0	0	0
akva	0	0	0	0	0	0	0	0	0	0
akvamarin	0	0	0	0	0	0	0	0	0	0
akvarij	0	0	0	0	0	0	0	0	0	0
voden	0	0	0	0	0	0	0	0	0	0
vodovod	0	0	0	0	0	0	0	0	0	0
voden	0	0	0	0	0	0	0	0	0	0
ploden	0	0	0	0	0	0	0	0	0	0
sodnik	0	0	0	0	0	0	0	0	0	1
soditi	0	0	0	0	0	0	0	0	0	0
razsojanje, arbitraža	0	0	0	1	0	0	0	0	0	0
razsodnik	0	0	0	0	0	0	0	0	0	1
vreteno	0	0	0	0	0	0	0	0	0	0
lok	0	0	0	0	0	0	0	0	0	0
arkada	0	0	0	0	0	0	0	0	0	0
obok	0	0	0	0	0	0	0	0	0	0
arheološki	0	0	0	0	0	0	0	0	0	0
arheolog	0	0	0	0	0	0	0	0	0	0
arheologija	1	0	0	1	0	0	0	0	0	0
arhaičen	0	1	0	0	0	0	0	0	0	0
nadškof	0	0	0	0	0	0	0	0	0	0
upognjen	0	0	0	0	0	0	0	0	0	0
lokostrelec	0	0	0	0	0	0	0	0	0	0
lokostrelstvo	0	0	0	0	0	0	0	0	0	0
arhetip	0	0	0	0	0	0	0	0	0	0
otočje	0	0	0	0	0	0	0	0	0	0
arhitekt	0	0	0	0	0	0	0	0	0	0
arhitektura	0	0	0	0	0	0	0	0	0	1
arhiv	0	0	0	0	0	0	0	0	0	0
arktika	0	0	0	0	0	0	0	0	0	0
strasten	1	0	0	1	0	0	1	0	0	0
strasnost	1	0	0	0	0	0	0	0	0	0
naporen, zahteven	0	1	0	0	0	0	0	0	0	0
območje	0	0	0	0	0	0	0	0	0	0
arena	0	0	0	0	0	0	0	0	0	0
areola	0	0	0	0	0	0	0	0	0	0
srebro, denar	0	0	0	0	0	0	0	0	0	0
prerekati, prepirati	0	1	1	0	0	0	0	0	0	0
prepir	0	1	1	0	0	0	0	0	0	0
argumentacija	0	0	1	0	0	0	0	0	0	0
prepirljiv	0	1	0	0	0	0	0	0	0	0
prepiri	0	0	1	0	0	0	0	0	0	0
pust	0	1	0	0	0	0	0	1	0	0
aristokracija	1	0	0	0	0	0	0	0	0	0
aristokrat	0	0	0	0	0	0	0	0	0	0
aristokratski	1	0	0	0	0	0	0	0	0	0
aritmetika	0	0	0	0	0	0	0	0	0	0
ladja, barka	0	0	0	0	0	0	0	0	0	0
roka	0	0	0	0	0	0	0	0	0	0
armada	0	0	0	0	0	0	0	0	0	0
oborožitev	0	0	1	0	0	1	0	0	0	0
oboroževanje	0	1	0	0	0	1	0	0	0	0
armatura	0	0	0	0	0	0	0	0	0	0
oborožen	1	1	1	0	0	1	0	0	0	0
oklep	1	0	0	0	0	1	0	0	0	1
oklepen	0	0	0	0	0	1	0	0	0	0
orožje, orožarnica	0	0	0	0	0	0	0	0	0	1
oborožiti, orožje	0	0	0	0	0	0	0	0	0	0
vojska	0	0	0	0	0	0	0	0	0	0
aroma	1	0	0	0	0	0	0	0	0	0
vzburjenje	0	0	0	0	0	0	0	0	0	0
sprožiti, vzbujati	1	0	0	1	0	0	0	0	0	0
branje obtožnice	0	1	1	0	0	1	0	1	0	0
urediti	0	0	0	0	0	0	0	0	0	0
urejen	0	0	0	0	0	0	0	0	0	0
ureditev	0	0	0	0	0	0	0	0	0	0
zbirka, razstavljati	1	0	0	0	0	0	0	0	0	0
dolgovi	0	1	0	0	0	0	0	0	0	0
aretirati, aretacija	0	1	0	0	0	0	0	0	0	0
prihod	0	0	0	1	0	0	0	0	0	0
prispeti	0	0	0	1	0	0	0	0	0	0
aroganca	0	1	0	0	0	0	0	0	0	0
aroganten	0	1	1	0	1	0	0	0	0	0
puščica	0	0	0	0	0	0	0	0	0	0
arzenal	0	0	0	0	0	0	0	0	0	0
arzenik	0	1	0	0	1	1	0	1	0	0
požig	0	1	1	0	0	1	0	0	0	0
umetnost	1	0	0	1	0	0	1	1	1	0
arterija	0	0	0	0	0	0	0	0	0	0
spreten	0	0	0	0	0	0	0	0	0	0
členonožec	0	0	0	0	0	0	0	0	0	0
artičoka	0	0	0	0	0	0	0	0	0	0
članek	0	0	0	0	0	0	0	0	0	0
izdelek	0	0	0	0	0	0	0	0	0	0
spreten, izražati	1	0	0	0	0	0	0	0	0	0
izgovarjava	1	0	0	0	0	0	0	0	0	0
zvijača	0	0	0	0	0	0	0	0	0	0
topništvo	0	1	0	0	0	1	0	0	0	0
obrtnik	1	0	0	0	0	0	0	0	0	0
umetnik	0	0	0	0	0	0	0	0	0	0
nastopajoči, umetnik	1	0	0	0	0	0	0	0	0	0
umetniški	1	0	0	0	0	0	0	0	0	0
umetniki, izvajalci	0	0	0	0	0	0	0	0	0	0
povzpeti se	0	0	0	0	0	0	0	0	0	0
prevlada	1	0	0	0	0	0	0	0	0	0
vzpon	0	0	0	0	0	0	0	0	0	0
vzpon	1	0	0	0	0	0	0	0	0	0
ugotoviti	0	0	0	0	0	0	0	0	0	0
ugotovljen	0	0	0	0	0	0	0	0	0	0
asket	0	0	0	0	0	0	0	0	0	0
pepel	0	1	0	0	0	0	0	0	0	0
sramovati se	0	1	0	0	1	0	0	1	0	0
pepel	0	1	0	0	0	0	0	1	0	0
speč, nedejaven	0	0	0	0	0	0	0	0	0	0
kobra	0	0	0	0	0	1	0	0	0	0
aspartam	0	0	0	0	0	0	0	0	0	0
vidik	0	0	0	0	0	0	0	0	0	0
vidiki	0	0	0	0	0	0	0	0	0	0
asfalt	0	0	0	0	0	0	0	0	0	0
prizadevanje	1	0	0	1	0	0	1	0	1	1
prizadevati si	1	0	0	1	0	0	1	0	0	0
ambiciozen	1	0	0	1	0	0	1	0	0	1
osel, rit	0	1	0	0	0	0	0	0	0	0
napasti	0	1	1	0	0	1	0	0	1	0
napadalec	0	1	1	0	0	1	0	1	0	0
morilec	0	1	1	0	0	1	0	1	0	0
umoriti	0	1	1	0	0	1	0	0	0	0
umor, atentat	0	1	1	0	0	1	0	1	0	0
napad, napasti	0	1	1	0	0	1	0	0	0	0
poskus	0	0	0	0	0	0	0	0	0	0
kup	0	0	0	0	0	0	0	0	0	0
zbirati	0	0	0	0	0	0	0	0	0	0
sestavljen	0	0	0	0	0	0	0	0	0	0
zbor, montaža	1	0	0	0	0	0	0	0	0	1
privolitev	1	0	0	0	0	0	0	0	0	0
trditi	0	0	0	0	0	0	0	0	0	0
trditi	1	0	0	0	0	0	0	0	0	1
trditev	0	0	0	0	0	0	0	0	0	0
oceniti	0	0	0	0	0	0	0	0	0	0
ocenjevanje	0	0	0	0	0	0	0	0	1	1
ocenjevalec	0	0	0	0	0	0	0	0	0	1
dobrine	1	0	0	0	0	0	0	0	0	0
kreten, debil, idiot, cepec	0	1	1	0	1	0	0	0	0	0
dodeliti	0	0	0	0	0	0	0	0	0	0
pooblaščenec	0	0	0	0	0	0	0	0	0	1
naloga	0	0	0	0	0	0	0	0	0	0
usvajati	0	0	0	0	0	0	0	0	0	0
asimilacija	0	0	0	0	0	0	0	0	0	0
pomagati	1	0	0	0	0	0	0	0	0	1
pomoč	1	0	0	0	0	0	0	0	0	0
pomočnik	0	0	0	0	0	0	0	0	0	0
sodelavec, partner	1	0	0	0	0	0	0	0	0	1
združenje	0	0	0	0	0	0	0	0	0	1
raznolik	0	0	0	0	0	0	0	0	0	0
izbira	0	0	0	0	0	0	0	0	0	0
tešiti, omiliti	1	0	0	0	0	0	0	0	0	0
privzet	0	0	0	0	0	0	0	0	0	0
domnevajoč	0	0	0	0	0	0	0	0	0	0
predpostavka	0	0	0	0	0	0	0	0	0	0
zagotovilo	1	0	0	0	0	0	0	0	0	1
zagotavljati	0	0	0	0	0	0	0	0	0	1
zagotovljen	1	0	0	0	0	0	0	0	0	1
brez dvoma	0	0	0	0	0	0	0	0	0	1
asterisk	0	0	0	0	0	0	0	0	0	0
asteroid	0	0	0	0	0	0	0	0	0	0
astigmatizem	0	0	0	0	0	0	0	0	0	0
osupljiv	1	0	0	0	0	0	0	0	1	0
presenečenje	1	0	0	0	0	0	1	0	1	0
astralen	0	0	0	0	0	0	0	0	0	0
na stran	0	1	0	0	0	1	0	0	0	0
adstringent	0	1	0	0	0	0	0	0	0	0
astrolog	1	0	0	1	0	0	0	0	0	0
astrologija	0	0	0	0	0	0	0	0	0	0
astronavt	1	0	0	0	0	0	0	0	0	0
astronom	1	0	0	1	0	0	0	0	0	0
astronomija	0	0	0	0	0	0	0	0	0	0
preudaren	1	0	0	0	0	0	0	0	0	0
narazen	0	0	0	0	0	0	0	0	0	0
azil, umobolnica, norišnica	0	1	0	0	0	1	0	0	0	0
asimetričen	0	0	0	0	0	0	0	0	0	0
asimetrija	0	0	0	0	1	0	0	0	0	0
asimptotičen	0	0	0	0	0	0	0	0	0	0
atelje	0	0	0	0	0	0	0	0	0	0
ateizem	0	1	0	0	0	0	0	0	0	0
ateist	0	0	0	0	0	0	0	0	0	0
ateističen	0	0	0	0	0	0	0	0	0	0
ateroskleroza	0	1	0	0	0	1	0	1	0	0
atlet, športnik	1	0	0	0	0	0	0	0	0	0
atletski, špoten	1	0	0	0	0	0	0	0	0	0
fizična pripravljenost	0	0	0	0	0	0	0	0	0	0
atletika	0	0	0	0	0	0	0	0	0	0
atlas	0	0	0	0	0	0	0	0	0	0
atmosfera	0	0	0	0	0	0	0	0	0	0
atmosferski	0	0	0	0	0	0	0	0	0	0
atol	0	0	0	0	0	0	0	0	0	0
atom	1	0	0	0	0	0	0	0	0	0
atomski	0	0	0	0	0	0	0	0	0	0
pokesati se, spokoriti se	1	0	0	1	0	0	1	0	0	1
oddolžitev, pokora	1	0	0	0	0	0	0	0	0	0
atrij	0	0	0	0	0	0	0	0	0	0
grozen, obupen	0	1	1	0	1	0	0	0	0	0
grozota	0	1	1	0	1	1	0	1	0	0
atrofija	0	1	0	0	1	1	0	1	0	0
prilepiti	0	0	0	0	0	0	0	0	0	0
priponka	1	0	0	0	0	0	0	0	0	0
napad	0	1	1	0	0	1	0	0	0	0
napadajoč	0	1	1	0	1	1	0	1	1	0
dobiti	0	0	0	0	0	0	0	0	0	0
dosegljiv	1	0	0	1	0	0	0	0	0	0
pridobitev	1	0	0	0	0	0	0	0	0	0
poskus	0	0	0	1	0	0	0	0	0	0
prisotnost	0	0	0	1	0	0	0	0	0	0
skrbnik, spremljevalec	1	0	0	0	0	0	0	0	0	1
pozornost	1	0	0	0	0	0	0	0	0	0
skrben	1	0	0	0	0	0	0	0	0	1
zmanjšati	0	0	0	0	0	0	0	0	0	0
oslabljen	0	1	0	0	0	0	0	0	0	0
oslabljenost	0	1	0	0	0	0	0	1	0	0
potrditi	1	0	0	0	0	0	0	0	0	1
potrdilo	0	0	0	0	0	0	0	0	0	1
podstrešje	0	0	0	0	0	0	0	0	0	0
oblačilo	0	0	0	0	0	0	0	0	0	0
odnos	0	0	0	0	0	0	0	0	0	0
odvetnik	1	0	1	0	0	1	0	0	0	1
privlačevanje	1	0	0	0	0	0	0	0	0	0
privlačnost	1	0	0	0	0	0	0	0	0	0
pripisljiv	0	0	0	0	0	0	0	0	0	0
pripisati, lastnost	0	0	0	0	0	0	0	0	0	0
pripisovanje	0	0	0	0	0	0	0	0	0	0
obraba	0	0	0	0	0	0	0	0	0	0
rdečkastorjav	0	0	0	0	0	0	0	0	0	0
dražba	0	0	0	1	0	0	0	0	0	0
dražbar	0	0	0	0	0	0	0	0	0	0
drzen	0	0	0	0	0	0	0	0	0	0
drznost	0	1	0	0	0	0	0	0	0	0
slišen	0	0	0	0	0	0	0	0	0	0
občinstvo	0	0	0	1	0	0	0	0	0	0
revizija	0	0	0	0	0	0	0	0	0	0
avdicija	0	0	0	0	0	0	0	0	0	0
revizor	0	0	0	0	0	1	0	0	0	1
avditorij	0	0	0	0	0	0	0	0	0	0
slušen	0	0	0	0	0	0	0	0	0	0
nič	0	0	0	0	0	0	0	0	0	0
povečati	1	0	0	0	0	0	0	0	0	0
povečanje	0	0	0	0	0	0	0	0	0	0
avgust	1	0	0	0	0	0	0	0	0	0
teta	1	0	0	0	0	0	0	0	0	1
avra	1	0	0	0	0	0	0	0	0	0
avrora, polarni sij	0	0	0	0	0	0	0	0	0	0
pokroviteljstvo	0	0	0	0	0	0	0	0	0	0
obetaven	1	0	0	1	0	0	1	0	0	0
strog	0	1	0	0	0	1	0	1	0	0
skromnost, strogost	0	1	0	0	0	0	0	0	0	0
pristen	1	0	0	0	0	0	1	0	0	1
potrditi	0	0	0	0	0	0	0	0	0	1
overovitev	0	0	0	0	0	0	0	0	0	1
pristnost	1	0	0	0	0	0	0	0	0	1
avtor	1	0	0	0	0	0	0	0	0	1
vpliven	1	0	0	0	0	0	0	0	0	1
oblast	1	0	0	0	0	0	0	0	0	1
dovoljenje	1	0	0	0	0	0	0	0	0	1
dovoliti	0	0	0	0	0	0	0	0	0	1
dovoljen	1	0	0	0	0	0	0	0	0	0
avtorstvo	0	0	0	0	0	0	0	0	0	0
avto	0	0	0	0	0	0	0	0	0	0
avtobiografija	0	0	0	0	0	0	0	0	0	0
avtokratski	0	1	0	0	0	0	0	0	0	0
avtogram	0	0	0	0	0	0	0	0	0	0
avtomatski	0	0	0	0	0	0	0	0	0	1
avtomobil	0	0	0	0	0	0	0	0	0	0
avtonomija	0	0	0	0	0	0	0	0	0	0
obdukcija	0	1	0	0	1	1	0	1	0	0
jesen	0	0	0	0	0	0	0	0	0	0
pomožen	0	0	0	0	0	0	0	0	0	0
korist	0	0	0	0	0	0	0	0	0	0
plaz	0	1	0	0	0	1	0	1	1	0
pohlep	0	1	1	0	1	0	0	0	0	0
avatar, reinkarnacija	1	0	0	0	0	0	0	0	0	0
maščevalec	0	1	1	0	0	0	0	0	0	0
avenija	0	0	0	0	0	0	0	0	0	0
zagotavljati	0	0	0	0	0	0	0	0	0	0
povprečje	0	0	0	0	0	0	0	0	0	0
nenaklonjen	0	1	1	0	1	1	0	0	0	0
nenaklonjenost	0	1	1	0	1	1	0	0	0	0
obračati se	0	0	0	0	0	0	0	0	0	0
voliera	0	0	0	0	0	0	0	0	0	0
letalstvo	0	0	0	0	0	0	0	0	0	0
letalec	0	0	0	0	0	0	0	0	0	0
navdušen	0	0	0	0	0	0	0	0	0	0
avokado	0	0	0	0	0	0	0	0	0	0
izogibati se	0	1	0	0	0	1	0	0	0	0
izogibanje	0	1	0	0	0	1	0	0	0	0
izogibajoč	0	0	0	0	0	1	0	0	0	0
čakati, pričakovati	0	0	0	1	0	0	0	0	0	0
buden	0	0	0	0	0	0	0	0	0	0
prebuditi	0	0	0	0	0	0	0	0	0	0
nagrada, priznanje	1	0	0	1	0	0	1	0	1	1
strahospoštovanje	0	0	0	0	0	0	0	0	0	0
grozen, obupen	0	1	1	0	1	1	0	1	0	0
nerodnost	0	1	0	0	1	0	0	0	0	0
baldahin	0	0	0	0	0	0	0	0	0	0
narobe	0	1	0	0	0	0	0	0	0	0
osen	0	0	0	0	0	0	0	0	0	0
aksiom	0	0	0	0	0	0	0	0	0	1
aksiomatski	0	0	0	0	0	0	0	0	0	1
os	0	0	0	0	0	0	0	0	0	0
gred	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
da	1	0	0	0	0	0	0	0	0	0
azimut	0	0	0	0	0	0	0	0	0	0
modrina	0	0	0	0	0	0	0	0	0	0
blebetanje	0	1	0	0	0	0	0	0	0	0
blebetati	0	1	0	0	0	0	0	0	0	0
pavijan	0	1	0	0	1	0	0	0	0	0
otrok	1	0	0	0	0	0	1	0	0	0
varuška	0	0	0	0	0	0	0	0	0	1
diplomiran	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
samec, diplomant	0	0	0	0	0	0	0	0	0	0
hrbet	0	0	0	0	0	0	0	0	0	0
hrbtenica	1	0	1	0	0	0	0	0	0	1
podpornik	0	0	0	0	0	0	0	0	0	1
izjaloviti	0	0	0	0	0	0	0	0	0	0
backgammon	0	0	0	0	0	0	0	0	0	0
ozadje	0	0	0	0	0	0	0	0	0	0
bager	0	0	0	0	0	0	0	0	0	0
popotnik	0	0	0	0	0	0	0	0	0	0
premisliti	0	0	0	0	0	0	0	0	0	0
vzvraten	0	1	0	0	0	0	0	0	0	0
nazaj	0	1	0	0	1	0	0	0	0	0
rovte	0	1	0	0	0	0	0	1	0	0
bakterije	0	1	0	0	1	1	0	1	0	0
bakterija	0	1	0	0	1	1	0	0	0	0
slab	0	1	1	0	1	1	0	1	0	0
značka	0	0	0	0	0	0	0	0	0	1
nadlegovati	0	1	1	0	0	0	0	0	0	0
slabo	0	1	0	0	0	0	0	1	0	0
slabost	0	1	1	0	1	1	0	0	0	0
zbegati	0	0	0	0	0	0	0	0	0	0
vreča, torba	0	0	0	0	0	0	0	0	0	0
prtljaga	0	0	0	0	0	0	0	0	0	0
ohlapen	0	0	0	0	0	0	0	0	0	0
dude	0	0	0	0	0	0	0	0	0	0
varščina	0	0	0	0	0	0	0	0	0	0
sodni upravitelj	0	1	0	0	0	1	0	0	0	1
vaba	0	1	0	0	0	1	0	0	0	1
peči	0	0	0	0	0	0	0	0	0	0
pekarna	0	0	0	0	0	0	0	0	0	0
peka	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ravnotežje, ravnovesje	1	0	0	0	0	0	0	0	0	0
uravnotežen, uravnovešen	1	0	0	0	0	0	0	0	0	0
balkon	0	0	0	0	0	0	0	0	0	0
plešast	0	0	0	0	0	0	0	0	0	0
zlo	0	1	0	0	0	1	0	0	0	0
plašiti se, oklevati	0	1	0	0	0	0	0	0	0	0
žoga, ples	0	0	0	0	0	0	0	0	0	0
balada	1	0	0	0	0	0	0	0	0	0
balast	0	0	0	0	0	0	0	0	0	0
balet	1	0	0	0	0	0	0	0	0	0
balon	0	0	0	0	0	0	0	0	0	0
glasovanje, glasovati	1	0	0	1	0	0	0	0	0	1
dvorana	0	0	0	0	0	0	0	0	0	0
balzam	1	1	0	1	0	0	1	0	0	0
prijeten	0	0	0	0	0	0	0	0	0	0
balzam	1	0	0	0	0	0	0	0	0	0
balzamičen	0	0	0	0	0	0	0	0	0	0
prepoved, prepovedati	0	1	0	0	0	0	0	0	0	0
banana	0	0	0	0	0	0	0	0	0	0
trak, godba	0	0	0	0	0	0	0	0	0	0
obveza	0	0	0	0	0	0	0	0	0	0
bandit	0	1	0	0	0	0	0	0	0	0
pridružiti	0	0	0	0	0	0	0	0	0	0
prekletstvo	0	1	1	0	1	1	0	0	0	0
pok, počiti	0	1	1	0	1	1	0	1	1	0
petarda	0	1	1	1	0	1	0	0	1	0
pregnati	0	1	1	0	1	1	0	1	0	0
pregnan	0	1	1	0	0	1	0	1	0	0
izgon, pregnanstvo	0	1	1	0	1	0	0	1	0	0
bendžo	0	0	0	0	0	0	0	0	0	0
banka	0	0	0	0	0	0	0	0	0	1
bančnik	0	0	0	0	0	0	0	0	0	1
bankrotiran	0	1	0	0	0	1	0	1	0	0
stečaj	0	1	1	0	1	1	0	1	0	0
transparent	0	0	0	0	0	0	0	0	0	0
banket	1	0	0	1	0	0	1	0	0	0
Banshee, vila smrti, sojenica, rojenica, glasnica smrti	0	1	1	0	1	1	0	1	0	0
šaliti se	0	0	0	0	0	0	0	0	0	0
krst	1	0	0	0	0	0	0	0	0	0
krsten	1	0	0	0	0	0	1	0	0	0
bar, drog	0	0	0	0	0	0	0	0	0	0
zazobek	0	1	1	0	0	0	0	0	0	0
barbar	0	1	0	0	0	1	0	0	0	0
barbarski	0	1	1	0	1	1	0	0	0	0
barbarstvo	0	1	0	0	0	0	0	0	0	0
žar	0	0	0	0	0	0	0	0	0	0
zbadljiv	0	0	0	0	0	0	0	0	0	0
pesnik	1	0	0	0	0	0	0	0	0	0
brez sedla	0	0	0	0	0	0	0	0	0	0
bos	0	0	0	0	0	0	0	0	0	0
komaj	0	0	0	0	0	0	0	0	0	0
kozlati	0	0	0	0	1	0	0	0	0	0
kupčija	1	0	0	0	0	0	0	0	0	1
barka	0	0	0	0	0	0	0	0	0	0
bariton	0	0	0	0	0	0	0	0	0	0
lajati	0	1	1	0	0	0	0	0	0	0
skedenj	0	0	0	0	0	0	0	0	0	0
prepir	0	0	0	0	0	0	0	0	0	0
barometer	0	0	0	0	0	0	0	0	0	0
baron	0	0	0	0	0	0	0	0	0	0
barok	0	0	0	0	0	0	0	0	0	0
baraka	0	0	0	0	0	0	0	0	0	0
prepovedan	0	1	0	0	0	0	0	0	0	0
sod	0	0	0	0	0	0	0	0	0	0
neploden	0	1	0	0	0	0	0	1	0	0
