"English (en)...1"	"German (de)"	"Slovenian (sl)"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"ail"	"ail"	"ail"	0	1	0	0	0	0	0	1	0	0
"ailing"	"kränklich"	"bolan"	0	1	0	0	0	1	0	1	0	0
"ailment"	"Leiden"	"bolezen"	0	0	0	0	0	0	0	0	0	0
"aim"	"Ziel"	"meriti"	0	0	0	0	0	0	0	0	0	0
"aimless"	"ziellos"	"brez cilja"	0	1	0	0	0	0	0	0	0	0
"air"	"Luft"	"zrak"	0	0	0	0	0	0	0	0	0	0
"airbag"	"Airbag"	"zračna blazina"	0	0	0	0	0	0	0	0	0	0
"airlift"	"Luftbrücke"	"zračni promet"	0	0	0	0	0	0	0	0	0	0
"airline"	"Fluggesellschaft"	"letalska družba"	0	0	0	0	0	0	0	0	0	0
"airman"	"Flieger"	"letalec"	0	0	0	0	0	0	0	0	0	0
"airplane"	"Flugzeug"	"letalo"	0	0	0	0	0	0	0	0	0	0
"airport"	"Flughafen"	"letališče"	0	0	0	1	0	0	0	0	0	0
"airs"	"lüftet"	"zrak"	0	1	0	0	1	0	0	0	0	0
"airship"	"Luftschiff"	"zrakoplov"	0	0	0	0	0	0	0	0	0	0
"aisle"	"Gang"	"prehod"	0	0	0	0	0	0	0	0	0	0
"ait"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"ajar"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"akin"	"ähnlich"	"akin"	0	0	0	0	0	0	0	0	0	1
"alabaster"	"Alabaster"	"alabaster"	1	0	0	0	0	0	0	0	0	0
"alarm"	"Alarm"	"alarm"	0	1	0	0	0	1	0	0	1	0
"alarming"	"alarmierend"	"zaskrbljujoče"	0	1	0	0	0	1	0	0	1	0
"alb"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	1
"album"	"Album"	"album"	0	0	0	0	0	0	0	0	0	0
"alchemy"	"Alchimie"	"alkemija"	0	0	0	0	0	0	0	0	0	0
"alcohol"	"Alkohol"	"alkohol"	0	0	0	0	0	0	0	0	0	0
"alcoholism"	"Alkoholismus"	"alkoholizem"	0	1	1	0	1	1	0	1	0	0
"alcove"	"Alkoven"	"Alcove"	0	0	0	0	0	0	0	0	0	0
"alert"	"aufmerksam"	"opozorilo"	0	0	0	0	0	0	0	0	0	0
"alertness"	"Wachsamkeit"	"budnost"	1	0	0	1	0	1	0	0	1	0
"alerts"	"Warnungen"	"opozorila"	0	0	0	1	0	1	0	0	1	0
"alfalfa"	"Alfalfa"	"lucerka"	0	0	0	0	0	0	0	0	0	0
"algebra"	"Algebra"	"algebra"	0	0	0	0	0	0	0	0	0	0
"algebraic"	"algebraisch"	"algebrski"	0	0	0	0	0	0	0	0	0	0
"algorithm"	"Algorithmus"	"algoritem"	0	0	0	0	0	0	0	0	0	0
"alibi"	"Alibi"	"alibi"	0	0	0	0	0	0	0	0	0	0
"alien"	"Ausländer"	"tujec"	0	1	0	0	1	1	0	0	0	0
"alienate"	"entfremden"	"odtuji"	0	1	1	0	1	0	0	0	0	0
"alienated"	"entfremdet"	"odtujen"	0	1	0	0	0	0	0	1	0	0
"alienation"	"Entfremdung"	"odtujenost"	0	1	1	0	1	1	0	1	0	0
"alight"	"aussteigen"	"zmeraj"	0	0	0	0	0	0	0	0	0	0
"aligned"	"ausgerichtet"	"poravnano"	0	0	0	0	0	0	0	0	0	0
"alignment"	"Ausrichtung"	"poravnava"	0	0	0	0	0	0	0	0	0	0
"alike"	"wie"	"podobno"	0	0	0	0	0	0	0	0	0	0
"alimentation"	"NO TRANSLATION"	"NO TRANSLATION"	1	0	0	0	0	0	0	0	0	0
"alimony"	"Alimente"	"alimentacija"	0	1	0	0	0	0	0	0	0	0
"aliquot"	"Aliquot"	"alikvot"	0	0	0	0	0	0	0	0	0	0
"alive"	"am Leben"	"živ"	1	0	0	1	0	0	1	0	0	1
"alkali"	"Alkali"	"alkalije"	0	0	0	0	0	0	0	0	0	0
"alkaloids"	"Alkaloide"	"alkaloidi"	0	0	0	0	0	0	0	0	0	0
"allay"	"zerstreuen"	"zmanjšati"	1	0	0	0	0	0	0	0	0	0
"allegation"	"Behauptung"	"trditev"	0	1	1	0	0	0	0	0	0	0
"allege"	"behaupten"	"allege"	0	1	0	0	0	0	0	0	0	0
"alleged"	"angeblich"	"domnevno"	0	0	0	0	0	0	0	0	0	0
"allegiance"	"Treue"	"lojalnost"	1	0	0	0	0	0	0	0	0	1
"allegorical"	"allegorisch"	"alegorično"	0	0	0	0	0	0	0	0	0	0
"allegory"	"Allegorie"	"alegorija"	0	0	0	0	0	0	0	0	0	0
"allegro"	"allegro"	"allegro"	1	0	0	0	0	0	0	0	0	0
"alleviate"	"lindern"	"ublažiti"	1	0	0	0	0	0	0	0	0	0
"alleviation"	"Linderung"	"olajšanje"	1	0	0	0	0	0	0	0	0	0
"alley"	"Gasse"	"alley"	0	0	0	0	0	0	0	0	0	0
"alliance"	"Allianz"	"zavezništvo"	0	0	0	0	0	0	0	0	0	1
"allied"	"verbündet"	"zavezništva"	1	0	0	0	0	0	0	0	0	1
"alligator"	"Alligator"	"aligator"	0	0	0	0	0	0	0	0	0	0
"allocate"	"zuweisen"	"dodelite"	0	0	0	0	0	0	0	0	0	0
"allocation"	"Zuweisung"	"dodelitev"	0	0	0	0	0	0	0	0	0	0
"allot"	"zuteilen"	"dodelitev"	0	0	0	0	0	0	0	0	0	0
"allotment"	"Zuteilung"	"dodelitev"	0	0	0	0	0	0	0	0	0	0
"allowable"	"zulässig"	"dovoljeno"	1	0	0	0	0	0	0	0	0	0
"allowance"	"Beihilfe"	"dodatek"	0	0	0	0	0	0	0	0	0	0
"allowed"	"dürfen"	"dovoljeno"	0	0	0	0	0	0	0	0	0	0
"alloy"	"Legierung"	"zlitine"	0	0	0	0	0	0	0	0	0	0
"allure"	"locken"	"privlačnost"	1	0	0	1	0	0	1	0	1	0
"alluring"	"verlockend"	"privlačen"	1	0	0	0	0	0	0	0	0	0
"allusion"	"Anspielung"	"aluzija"	0	0	0	0	0	0	0	0	0	0
"alluvial"	"alluviale"	"aluvialno"	0	0	0	0	0	0	0	0	0	0
"ally"	"Verbündete"	"zaveznik"	1	0	0	0	0	0	0	0	0	1
"almanac"	"Almanach"	"almanah"	0	0	0	0	0	0	0	0	0	0
"almighty"	"allmächtig"	"vsemogočni"	1	0	0	0	0	0	0	0	0	0
"aloft"	"hoch"	"aloft"	0	0	0	0	0	0	0	0	0	0
"aloha"	"Aloha"	"aloha"	1	0	0	1	0	0	1	0	0	0
"alongside"	"neben"	"skupaj"	0	0	0	0	0	0	0	0	0	0
"aloof"	"distanziert"	"aloof"	0	1	0	0	0	0	0	0	0	0
"aloud"	"laut"	"naglas"	0	0	0	0	0	0	0	0	0	0
"alphabet"	"Alphabet"	"abeceda"	0	0	0	0	0	0	0	0	0	0
"alphabetical"	"alphabetisch"	"abecedno"	0	0	0	0	0	0	0	0	0	0
"altar"	"Altar"	"oltar"	0	0	0	0	0	0	0	0	0	0
"alter"	"ändern"	"spreminjati"	0	0	0	0	0	0	0	0	0	0
"alteration"	"Änderung"	"sprememba"	0	0	0	0	0	0	0	0	0	0
"altercation"	"Auseinandersetzung"	"razburjenje"	0	1	1	0	0	0	0	0	0	0
"altered"	"verändert"	"spremenjen"	0	0	0	0	0	0	0	0	0	0
"alternate"	"wechseln"	"nadomestni"	0	0	0	0	0	0	0	0	0	0
"alternative"	"Alternative"	"alternativa"	0	0	0	0	0	0	0	0	0	0
"altitude"	"Höhe"	"nadmorske višine"	0	0	0	0	0	0	0	0	0	0
"alto"	"Alt"	"alto"	0	0	0	0	0	0	0	0	0	0
"altogether"	"insgesamt"	"skupaj"	0	0	0	0	0	0	0	0	0	0
"alumnus"	"Alumnus"	"vzgojitelj"	0	0	0	0	0	0	0	0	0	0
"alveolar"	"Alveolar"	"alveolar"	0	0	0	0	0	0	0	0	0	0
"amalgam"	"Amalgam"	"amalgam"	0	0	0	0	0	0	0	0	0	0
"amalgamation"	"Verschmelzung"	"združevanje"	0	0	0	0	0	0	0	0	0	0
"amass"	"anhäufen"	"amass"	0	0	0	0	0	0	0	0	0	0
"amateur"	"Amateur"	"ljubitelj"	0	0	0	0	0	0	0	0	0	0
"amaze"	"erstaunen"	"presenetiti"	0	0	0	0	0	0	0	0	1	0
"amazement"	"Staunen"	"presenečenje"	0	0	0	0	0	0	0	0	0	0
"amazingly"	"erstaunlich"	"neverjetno"	1	0	0	0	0	0	1	0	1	0
"ambassador"	"Botschafter"	"veleposlanik"	1	0	0	0	0	0	0	0	0	1
"amber"	"Bernstein"	"oranžna"	0	0	0	0	0	0	0	0	0	0
"ambient"	"Umgebungs"	"ambient"	0	0	0	0	0	0	0	0	0	0
"ambiguity"	"Mehrdeutigkeit"	"dvoumnost"	0	0	0	0	0	0	0	0	0	0
"ambiguous"	"mehrdeutig"	"dvoumno"	0	1	0	0	0	0	0	0	0	0
"ambit"	"Bereich"	"ambit"	0	0	0	0	0	0	0	0	0	0
"ambition"	"Ambition"	"ambicije"	1	0	0	1	0	0	1	0	0	1
"ambitious"	"ehrgeizig"	"ambiciozen"	0	0	0	0	0	0	0	0	0	0
"ambulance"	"Krankenwagen"	"rešilca"	0	0	0	0	0	1	0	0	0	1
"ambush"	"Hinterhalt"	"zaseda"	0	1	1	0	0	1	0	0	1	0
"ameliorate"	"verbessern"	"izboljšati"	1	0	0	0	0	0	0	0	0	0
"amen"	"Amen"	"amen"	1	0	0	0	0	0	1	0	0	1
"amenable"	"zugänglich"	"podlage"	1	0	0	0	0	0	0	0	0	0
"amend"	"ändern"	"spremeniti"	1	0	0	0	0	0	0	0	0	0
"amendment"	"Änderung"	"sprememba"	0	0	0	0	0	0	0	0	0	0
"amends"	"ändert"	"spremeni"	1	0	0	0	0	0	0	0	0	0
"amenity"	"Annehmlichkeit"	"udobje"	1	0	0	0	0	0	0	0	0	0
"amethyst"	"Amethyst"	"ametist"	0	0	0	0	0	0	0	0	0	0
"amiable"	"liebenswürdig"	"prijazno"	1	0	0	0	0	0	0	0	0	0
"amicable"	"freundschaftlich"	"prijateljski"	1	0	0	0	0	0	1	0	0	0
"amid"	"inmitten"	"sredi"	0	0	0	0	0	0	0	0	0	0
"amidst"	"inmitten"	"sredi"	0	0	0	0	0	0	0	0	0	0
"ammonia"	"Ammoniak"	"amoniak"	0	0	0	0	1	0	0	0	0	0
"ammunition"	"Munition"	"strelivo"	0	0	0	0	0	0	0	0	0	0
"amnesia"	"Amnesie"	"amnezija"	0	1	0	0	0	0	0	0	0	0
"amnesty"	"Amnestie"	"amnestija"	1	0	0	0	0	0	1	0	0	0
"amorphous"	"amorph"	"amorfen"	0	0	0	0	0	0	0	0	0	0
"amortization"	"Amortisation"	"amortizacija"	0	0	0	0	0	0	0	0	0	1
"amount"	"Menge"	"znesek"	0	0	0	0	0	0	0	0	0	0
"amour"	"NO TRANSLATION"	"NO TRANSLATION"	1	0	0	1	0	0	1	0	0	1
"ampersand"	"Et-Zeichen"	"ampersand"	0	0	0	0	0	0	0	0	0	0
"amphetamines"	"Amphetamine"	"amfetamini"	0	1	0	0	1	0	0	0	0	0
"amphibian"	"Amphibie"	"dvoživka"	0	0	0	0	0	0	0	0	0	0
"amphibious"	"amphibisch"	"amfibijsko"	0	0	0	0	0	0	0	0	0	0
"amphitheater"	"Amphitheater"	"amfiteater"	0	0	0	0	0	0	0	0	0	0
"amplification"	"Verstärkung"	"ojačanje"	0	0	0	0	0	0	0	0	0	0
"amplify"	"verstärken"	"razširiti"	0	0	0	0	0	0	0	0	0	0
"amplitude"	"Amplitude"	"amplituda"	0	0	0	0	0	0	0	0	0	0
"amply"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"amputation"	"Amputation"	"amputacija"	0	0	0	0	0	0	0	0	0	0
"amulet"	"Amulett"	"amulet"	0	0	0	0	0	0	0	0	0	0
"amuse"	"amüsieren"	"zabavaj"	1	0	0	0	0	0	1	0	0	0
"amused"	"amüsiert"	"zabavno"	1	0	0	0	0	0	1	0	0	0
"amusement"	"Amüsement"	"zabava"	1	0	0	0	0	0	1	0	0	0
"amusing"	"lustig"	"zabavno"	1	0	0	0	0	0	1	0	0	0
"ana"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"anaconda"	"Anakonda"	"anakonda"	0	1	0	0	1	1	0	0	0	0
"anaesthesia"	"Anästhesie"	"anestezija"	0	0	0	0	0	0	0	0	0	0
"anaesthetic"	"Narkose"	"anestezija"	0	0	0	0	0	0	0	0	0	0
"anal"	"anal"	"anal"	0	1	0	0	0	0	0	0	0	0
"analgesic"	"Analgetikum"	"analgetik"	0	0	0	0	0	0	0	0	0	0
"analogous"	"analog"	"analogno"	0	0	0	0	0	0	0	0	0	0
"analogue"	"analog"	"analogni"	0	0	0	0	0	0	0	0	0	0
"analogy"	"Analogie"	"analogija"	0	0	0	0	0	0	0	0	0	0
"analysis"	"Analyse"	"analiza"	0	0	0	0	0	0	0	0	0	0
"analyst"	"Analytiker"	"analitik"	1	0	0	1	0	0	0	0	0	1
"analytic"	"analytisch"	"analitično"	0	0	0	0	0	0	0	0	0	0
"analyze"	"analysieren"	"analizirati"	0	0	0	0	0	0	0	0	0	0
"analyzer"	"Analysator"	"analizator"	0	0	0	0	0	0	0	0	0	0
"anarchism"	"Anarchismus"	"anarhizem"	0	1	1	0	0	1	0	0	0	0
"anarchist"	"Anarchist"	"anarhist"	0	1	1	0	0	1	0	0	0	0
"anarchy"	"Anarchie"	"anarhija"	0	1	1	0	0	1	0	0	0	0
"anastomosis"	"Anastomose"	"anastomoza"	0	0	0	0	0	0	0	0	0	0
"anathema"	"Anathema"	"anatema"	0	1	1	0	1	1	0	1	0	0
"anatomic"	"anatomisch"	"anatomsko"	0	0	0	0	0	0	0	0	0	0
"anatomy"	"Anatomie"	"anatomija"	0	0	0	0	0	0	0	0	0	0
"ancestor"	"Vorfahr"	"prednik"	0	0	0	0	0	0	0	0	0	0
"ancestral"	"Ahnen-"	"predniki"	0	0	0	0	0	0	0	0	0	1
"ancestry"	"Abstammung"	"prednikov"	0	0	0	0	0	0	0	0	0	0
"anchor"	"Anker"	"sidro"	1	0	0	0	0	0	0	0	0	0
"anchorage"	"Anchorage"	"sidrišče"	1	0	0	0	0	0	0	1	0	0
"ancient"	"Antike"	"starodavne"	0	1	0	0	0	0	0	0	0	0
"ancillary"	"Neben"	"Pomožni"	0	0	0	0	0	0	0	0	0	0
"androgen"	"Androgen"	"androgen"	0	0	0	0	0	0	0	0	0	0
"anemone"	"Anemone"	"anemone"	0	0	0	0	0	0	0	0	0	0
"anew"	"ein neuer"	"novo"	0	0	0	0	0	0	0	0	0	0
"angel"	"Engel"	"angel"	1	0	0	1	0	0	1	0	1	1
"angelic"	"Engel"	"angelski"	1	0	0	0	0	0	1	0	0	1
"anger"	"Zorn"	"jeza"	0	1	1	0	0	0	0	0	0	0
"angina"	"Angina"	"angina"	0	1	0	0	0	1	0	0	0	0
"angiography"	"Angiographie"	"angiografija"	0	0	0	0	0	0	0	0	0	0
"angle"	"Winkel"	"kota"	0	0	0	0	0	0	0	0	0	0
"angling"	"Angeln"	"ribarjenje"	0	1	0	1	0	0	0	0	0	0
"angry"	"wütend"	"jezen"	0	1	1	0	1	0	0	0	0	0
"anguish"	"Pein"	"bojazen"	0	1	1	0	0	1	0	1	0	0
"angular"	"Winkel"	"kotni"	0	0	0	0	0	0	0	0	0	0
"anhydrous"	"wasserfrei"	"brezvodni"	0	0	0	0	0	0	0	0	0	0
"animal"	"Tier"	"živali"	0	0	0	0	0	0	0	0	0	0
"animate"	"animieren"	"animiraj"	1	0	0	0	0	0	0	0	0	0
"animated"	"animiert"	"animirano"	1	0	0	0	0	0	1	0	0	0
"animation"	"Animation"	"animacija"	0	0	0	0	0	0	0	0	0	0
"animosity"	"Feindseligkeit"	"sovražnost"	0	1	1	0	1	1	0	1	0	0
"animus"	"Animus"	"animus"	0	1	1	0	0	0	0	0	0	0
"ankle"	"Knöchel"	"gleženj"	0	0	0	0	0	0	0	0	0	0
"annals"	"Annalen"	"anali"	0	0	0	0	0	0	0	0	0	0
"annex"	"annektieren"	"Priloga"	0	0	0	0	0	0	0	0	0	0
"annexation"	"Annexion"	"aneksacija"	0	0	0	0	0	0	0	0	0	0
"annexe"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"annihilate"	"vernichten"	"izničiti"	0	1	1	0	0	1	0	0	0	0
"annihilated"	"vernichtet"	"uničen"	0	1	1	0	0	1	0	1	0	0
"annihilation"	"Vernichtung"	"anihilacija"	0	1	1	0	0	1	0	1	0	0
"annotate"	"kommentieren"	"annotate"	0	0	0	0	0	0	0	0	0	0
"annotation"	"Anmerkung"	"opomba"	0	0	0	0	0	0	0	0	0	0
"announce"	"bekannt geben"	"napovedati"	0	0	0	0	0	0	0	0	0	0
"announcement"	"Ankündigung"	"napoved"	0	0	0	1	0	0	0	0	0	0
"annoy"	"Nerven"	"moti"	0	1	1	0	1	0	0	0	0	0
"annoyance"	"Ärger"	"motnja"	0	1	1	0	1	0	0	0	0	0
"annoying"	"nervig"	"nadležen"	0	1	1	0	0	0	0	0	0	0
"annuity"	"Rente"	"renta"	0	0	0	0	0	0	0	0	0	0
"annul"	"annullieren"	"razveljaviti"	0	1	0	0	0	0	0	0	0	0
"annular"	"ringförmig"	"obročasto"	0	0	0	0	0	0	0	0	0	0
"annulment"	"Aufhebung"	"razveljavitev"	0	1	0	0	0	0	0	1	0	0
"annulus"	"Ringraum"	"annulus"	0	0	0	0	0	0	0	0	0	0
"anointing"	"Salbung"	"pomazanje"	0	0	0	0	0	0	0	0	0	0
"anomalous"	"anomal"	"anomalous"	0	0	0	0	0	0	0	0	0	0
"anomaly"	"Anomalie"	"anomalija"	0	1	0	0	0	1	0	0	1	0
"anon"	"anon"	"anon"	0	0	0	0	0	0	0	0	0	0
"anonymous"	"anonym"	"anonimno"	0	1	0	0	0	0	0	0	0	0
"answer"	"Antworten"	"odgovor"	0	0	0	0	0	0	0	0	0	0
"answerable"	"verantwortlich"	"odgovoren"	0	0	0	0	0	0	0	0	0	1
"answering"	"antwortend"	"odgovori"	0	0	0	0	0	0	0	0	0	0
"ant"	"Ameise"	"Mravlja"	0	0	0	0	0	0	0	0	0	0
"antagonism"	"Antagonismus"	"antagonizem"	0	1	1	0	0	0	0	0	0	0
"antagonist"	"Gegner"	"antagonist"	0	1	1	0	0	0	0	0	0	0
"antagonistic"	"antagonistisch"	"antagonistično"	0	1	1	0	1	0	0	0	0	0
"ante"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"antecedent"	"Antecedent"	"predhodnik"	0	0	0	0	0	0	0	0	0	0
"antelope"	"Antilope"	"antilopa"	0	0	0	0	0	0	0	0	0	0
"antenna"	"Antenne"	"antena"	0	0	0	0	0	0	0	0	0	0
"anterior"	"anterior"	"anterior"	0	0	0	0	0	0	0	0	0	0
"anthem"	"Hymne"	"himna"	0	0	0	0	0	0	0	0	0	0
"anthology"	"Anthologie"	"antologija"	0	0	0	0	0	0	0	0	0	0
"anthrax"	"Milzbrand"	"antraks"	0	1	0	0	1	1	0	1	0	0
"anthropology"	"Anthropologie"	"antropologija"	0	0	0	0	0	0	0	0	0	0
"antibiotic"	"Antibiotikum"	"antibiotik"	0	0	0	0	0	0	0	0	0	0
"antibiotics"	"Antibiotika"	"antibiotiki"	1	0	0	0	0	0	0	0	0	0
"antichrist"	"Antichrist"	"antikrist"	0	1	1	0	1	1	0	0	0	0
"anticipation"	"Erwartung"	"pričakovanje"	0	0	0	1	0	0	0	0	0	0
"anticipatory"	"vorausschauend"	"predvidevajo"	0	0	0	1	0	0	0	0	0	0
"antidote"	"Gegenmittel"	"protistrup"	1	0	0	1	0	0	0	0	0	1
"antifungal"	"antimykotisch"	"protiglivično"	1	0	0	0	0	0	0	0	0	1
"antimony"	"Antimon"	"antimon"	0	0	0	0	0	0	0	0	0	0
"antipathy"	"Antipathie"	"antipatija"	0	1	1	0	1	0	0	0	0	0
"antiquarian"	"Antiquar"	"antikvarij"	0	0	0	0	0	0	0	0	0	0
"antiquated"	"veraltet"	"zastarel"	0	1	0	0	0	0	0	0	0	0
"antique"	"Antiquität"	"starinsko"	1	0	0	0	0	0	0	0	0	0
"antiquity"	"Antike"	"antike"	0	0	0	0	0	0	0	0	0	0
"antiseptic"	"Antiseptikum"	"antiseptik"	1	0	0	0	0	0	0	0	0	1
"antisocial"	"unsozial"	"antisocialno"	0	1	1	0	1	1	0	1	0	0
"antithesis"	"Antithese"	"antiteza"	0	1	1	0	0	0	0	0	0	0
"antithetical"	"antithetisch"	"antimetrično"	0	0	0	0	0	0	0	0	0	0
"antiviral"	"antiviral"	"protivirusno"	0	0	0	0	0	0	0	0	0	0
"antler"	"Geweih"	"antler"	0	0	0	0	0	0	0	0	0	0
"anvil"	"Amboss"	"nakovalo"	0	0	0	0	0	0	0	0	0	0
"anxiety"	"Angst"	"anksioznost"	0	1	1	1	0	1	0	1	0	0
"anxious"	"Ängstlich"	"tesnoba"	0	1	0	1	0	1	0	0	0	0
"aorta"	"Aorta"	"aorta"	0	0	0	0	0	0	0	0	0	0
"apace"	"schnell"	"apace"	0	0	0	0	0	0	0	0	0	0
"apache"	"Apache"	"Apache"	0	1	0	0	0	1	0	0	0	0
"apartment"	"Wohnung"	"stanovanje"	0	0	0	0	0	0	0	0	0	0
"apathetic"	"apathisch"	"apatično"	0	1	0	0	0	0	0	1	0	0
"apathy"	"Apathie"	"apatija"	0	1	0	0	0	0	0	1	0	0
"ape"	"Affe"	"majmun"	0	0	0	0	0	0	0	0	0	0
"aperture"	"Öffnung"	"odprtina"	0	0	0	0	0	0	0	0	0	0
"apex"	"Apex"	"vrh"	0	0	0	0	0	0	0	0	0	0
"aphid"	"Blattlaus"	"ušesa"	0	1	0	0	1	0	0	0	0	0
"apiece"	"ein Stück"	"košček"	0	0	0	0	0	0	0	0	0	0
"aplomb"	"Gelassenheit"	"aplomb"	1	0	0	0	0	0	0	0	0	0
"apocalyptic"	"apokalyptisch"	"apokaliptično"	0	0	0	0	0	0	0	0	0	0
"apologetic"	"entschuldigend"	"apologetično"	1	0	0	0	0	0	0	0	0	1
"apologist"	"Apologet"	"apologist"	0	0	0	0	0	0	0	0	0	0
"apologize"	"entschuldigen"	"se opravičujem"	1	0	0	0	0	0	0	1	0	1
"apology"	"Entschuldigung"	"opravičilo"	1	0	0	0	0	0	0	0	0	0
"apostasy"	"Apostasie"	"apostasy"	0	0	0	0	0	0	0	0	0	0
"apostate"	"Apostat"	"apostat"	0	0	0	0	0	0	0	0	0	0
"apostle"	"Apostel"	"apostol"	1	0	0	0	0	0	0	0	0	1
"apostolic"	"apostolisch"	"apostolski"	0	0	0	0	0	0	0	0	0	1
"apostrophe"	"Apostroph"	"apostrof"	0	0	0	0	0	0	0	0	0	0
"appalling"	"entsetzlich"	"grozljivo"	0	1	0	0	1	1	0	0	0	0
"apparatus"	"Gerät"	"naprave"	0	0	0	0	0	0	0	0	0	0
"apparel"	"Bekleidung"	"oblačila"	0	0	0	0	0	0	0	0	0	0
"apparently"	"anscheinend"	"očitno"	0	0	0	0	0	0	0	0	0	0
"apparition"	"Erscheinung"	"prikazovanje"	0	0	0	0	0	1	0	0	1	0
"appeal"	"Beschwerde"	"pritožba"	0	0	0	1	0	0	0	0	0	0
"appearance"	"Aussehen"	"videz"	0	0	0	0	0	0	0	0	0	0
"appease"	"beschwichtigen"	"umirite"	0	0	0	0	0	0	0	0	0	0
"appellant"	"Berufungsführer"	"pritožnik"	0	0	0	0	0	0	0	0	0	0
"append"	"anhängen"	"dodajte"	0	0	0	0	0	0	0	0	0	0
"appendage"	"Anhängsel"	"dodatek"	0	0	0	0	0	0	0	0	0	0
"appendicitis"	"Appendizitis"	"apendicitis"	0	1	0	0	0	1	0	1	0	0
"appendix"	"Blinddarm"	"Dodatek"	0	0	0	0	0	0	0	0	0	0
"appetite"	"Appetit"	"apetit"	0	0	0	0	0	0	0	0	0	0
"appetizer"	"Vorspeise"	"predjed"	0	0	0	0	0	0	0	0	0	0
"applause"	"Beifall"	"aplavz"	1	0	0	0	0	0	1	0	1	1
"apple"	"Apfel"	"jabolka"	0	0	0	0	0	0	0	0	0	0
"appliance"	"Gerät"	"aparat"	0	0	0	0	0	0	0	0	0	0
"appliances"	"Haushaltsgeräte"	"naprave"	0	0	0	0	0	0	0	0	0	0
"applicability"	"Anwendbarkeit"	"uporabnost"	0	0	0	0	0	0	0	0	0	0
"applicable"	"anwendbar"	"primerno"	0	0	0	0	0	0	0	0	0	0
"applicant"	"Antragsteller"	"prosilec"	0	0	0	1	0	0	0	0	0	0
"application"	"Anwendung"	"aplikacija"	0	0	0	0	0	0	0	0	0	0
"apply"	"sich bewerben"	"veljajo"	0	0	0	0	0	0	0	0	0	0
"appoint"	"ernennen"	"imenovati"	0	0	0	0	0	0	0	0	0	0
"appointment"	"geplanter Termin"	"imenovanje"	0	0	0	0	0	0	0	0	0	0
"appointments"	"Termine"	"imenovanja"	0	0	0	0	0	0	0	0	0	0
"apportion"	"aufteilen"	"razdelitev"	0	0	0	0	0	0	0	0	0	0
"apportionment"	"Umlegung"	"porazdelitev"	0	0	0	0	0	0	0	0	0	0
"appraise"	"bewerten"	"oceniti"	0	0	0	0	0	0	0	0	0	0
"appreciable"	"nennenswert"	"opazen"	0	0	0	0	0	0	0	0	0	0
"appreciation"	"Anerkennung"	"spoštovanje"	1	0	0	0	0	0	1	0	0	1
"apprehend"	"begreifen"	"spoznati"	0	0	0	0	0	1	0	0	0	0
"apprehension"	"Auffassung"	"prijetje"	0	1	0	0	0	1	0	0	0	0
"apprehensive"	"besorgt"	"vznemirjen"	0	1	0	1	0	1	0	0	0	0
"apprentice"	"Lehrling"	"vajenec"	0	0	0	0	0	0	0	0	0	1
"apprenticeship"	"Lehre"	"vajeništvo"	0	0	0	0	0	0	0	0	0	0
"approach"	"Ansatz"	"pristop"	0	0	0	0	0	0	0	0	0	0
"approaching"	"Annäherung"	"približuje"	0	0	0	1	0	0	0	0	0	0
"approbation"	"Billigung"	"odobritev"	1	0	0	0	0	0	0	0	0	1
"appropriation"	"Aneignung"	"odobritve"	0	1	0	0	0	0	0	0	0	0
"approval"	"die Genehmigung"	"odobritev"	1	0	0	0	0	0	0	0	0	0
"approve"	"genehmigen"	"odobri"	1	0	0	0	0	0	1	0	0	1
"approving"	"genehmigend"	"odobritev"	1	0	0	0	0	0	0	0	0	0
"approximate"	"ungefähr"	"približno"	0	0	0	0	0	0	0	0	0	0
"approximately"	"ca"	"približno"	0	0	0	0	0	0	0	0	0	0
"approximating"	"annähernd"	"približevanje"	0	0	0	0	0	0	0	0	0	0
"approximation"	"Annäherung"	"približevanje"	0	0	0	0	0	0	0	0	0	0
"appurtenances"	"Zubehör"	"priloge"	0	0	0	0	0	0	0	0	0	0
"apron"	"Schürze"	"predpasnik"	0	0	0	0	0	0	0	0	0	0
"apt"	"geeignet"	"apt"	1	0	0	0	0	0	0	0	0	0
"aptitude"	"Eignung"	"sposobnost"	1	0	0	0	0	0	0	0	0	0
"aqua"	"Wasser"	"aqua"	0	0	0	0	0	0	0	0	0	0
"aquamarine"	"Aquamarin"	"akvamarin"	0	0	0	0	0	0	0	0	0	0
"aquarium"	"Aquarium"	"akvarij"	0	0	0	0	0	0	0	0	0	0
"aquatic"	"Wasser-"	"vodni"	0	0	0	0	0	0	0	0	0	0
